icao	city	country	state	name	type	longitude	latitude	elevation
FLND	Ndola	NULL	NULL	Peter Zuze Air Force Base	medium_airport	28.6638890	-12.9972220	4170
FLSO	Kitwe	Zambia	Copperbelt Province	Southdowns Airport	medium_airport	28.1499000	-12.9005000	4145
FM43		Madagascar	Antsiranana	Antsiranana Andrakaka Airport	small_airport	49.2542000	-12.2561000	200
FMBI	Betainomby	NULL	NULL	Betainomby Airport	small_airport	49.3485260	-18.1958014	40
FMCH	Moroni	Comoros	Grande Comore Ngazidja	Prince Said Ibrahim International Airport	medium_airport	43.2719000	-11.5337000	93
FMCI	Fomboni	Comoros	Moheli Moili	Mohéli Bandar Es Eslam Airport	medium_airport	43.7663990	-12.2981000	46
FMCV	Ouani	Comoros	Anjouan Ndzouani	Ouani Airport	medium_airport	44.4300440	-12.1310470	62
FMCZ	Dzaoudzi	Mayotte	(unassigned)	Dzaoudzi Pamandzi International Airport	medium_airport	45.2818150	-12.8093190	23
FMEE	Sainte-Marie	NULL	NULL	Roland Garros Airport	large_airport	55.5188940	-20.8900870	66
FMEP	Saint-Pierre	Réunion	(unassigned)	Pierrefonds Airport	medium_airport	55.4225060	-21.3193620	59
FMMI	Antananarivo	Madagascar	Antananarivo	Ivato Airport	large_airport	47.4788020	-18.7969000	4198
FMMN	Miandrivazo	Madagascar	Toliara	Miandrivazo Airport	medium_airport	45.4508020	-19.5627990	203
FMMS	Vohilava	Madagascar	Toamasina	Sainte Marie Airport	medium_airport	49.8158000	-17.0939010	7
FMMT	Toamasina	Madagascar	Toamasina	Toamasina Ambalamanasy Airport	medium_airport	49.3925020	-18.1095010	22
FMMV	Morondava	Madagascar	Toliara	Morondava Airport	medium_airport	44.3176000	-20.2847000	30
FMNA	Antisiranana	Madagascar	Antsiranana	Arrachart Airport	medium_airport	49.2916980	-12.3494000	374
FMNC	Mananara Nord	Madagascar	Toamasina	Mananara Nord Airport	medium_airport	49.7737999	-16.1639004	9
FMNH	Antsirabe	Madagascar	Antsiranana	Antsirabe Airport	medium_airport	50.3202020	-14.9994000	20
FMNM	Mahajanga	NULL	NULL	Amborovy Airport	medium_airport	46.3512330	-15.6668420	87
FMNN	Nosy Be	NULL	NULL	Fascene Airport	medium_airport	48.3148000	-13.3121000	36
FMNR	Maroantsetra	Madagascar	Toamasina	Maroantsetra Airport	medium_airport	49.6890810	-15.4377420	9
FMNS	Sambava	NULL	NULL	Sambava Airport	medium_airport	50.1747020	-14.2786000	20
FMNV	Vohemar	Madagascar	Antsiranana	Vohemar Airport	medium_airport	50.0028000	-13.3758000	19
FMNW	Antsohihy	Madagascar	Mahajanga	Ambalabe Airport	medium_airport	47.9939003	-14.8987999	92
FMSD	Tôlanaro	NULL	NULL	Tôlanaro Airport	medium_airport	46.9561000	-25.0380990	29
FMSF	Fianarantsoa	NULL	NULL	Fianarantsoa Airport	medium_airport	47.1116980	-21.4416010	3658
FMSG	Farafangana	Madagascar	Fianarantsoa	Farafangana Airport	small_airport	47.8205990	-22.8053000	26
FMSK	Manakara	Madagascar	Fianarantsoa	Manakara Airport	medium_airport	48.0217020	-22.1196990	33
FMSM	Mananjary	Madagascar	Fianarantsoa	Mananjary Airport	medium_airport	48.3582990	-21.2017990	20
FMSR	Morombe	Madagascar	Toliara	Morombe Airport	medium_airport	43.3747530	-21.7538370	16
FMST	Toliara	Madagascar	Toliara	Toliara Airport	medium_airport	43.7285000	-23.3834000	29
FNBC	Mbanza Congo	Angola	Zaire Province	Mbanza Congo Airport	medium_airport	14.2469997	-6.2698998	1860
FNBG	Benguela	NULL	NULL	Benguela 17th of September Airport	medium_airport	13.4037000	-12.6090000	118
FNCA	Cabinda	Angola	Cabinda Province	Cabinda Airport	medium_airport	12.1884003	-5.5969901	66
FNDU	Chitato	NULL	NULL	Dundo Airport	medium_airport	20.8185005	-7.4008899	2451
FNGI	Ngiva	Angola	Cunene Province	Ngjiva Pereira Airport	medium_airport	15.6837997	-17.0435009	3566
FNHU	Huambo	Angola	Huambo Province	Nova Lisboa Airport	medium_airport	15.7605000	-12.8088999	5587
FNKU	Kuito	Angola	Bié Province	Kuito Airport	medium_airport	16.9473991	-12.4046001	5618
FNLB	Lobito	Angola	Benguela Province	Lobito Airport	small_airport	13.5366000	-12.3712000	10
FNLU	Luanda	Angola	Luanda Province	Quatro de Fevereiro International Airport	large_airport	13.2312000	-8.8583700	243
FNMA	Malanje	Angola	Malanje Province	Malanje Airport	medium_airport	16.3124008	-9.5250902	3868
FNME	Menongue	Angola	Cuando Cubango Province	Menongue Airport	medium_airport	17.7198009	-14.6576004	4469
FNMO	Moçâmedes	Angola	Namibe Province	Welwitschia Mirabilis International Airport	medium_airport	12.1468000	-15.2612000	210
FNNG	Negage	NULL	NULL	Negage Airport	medium_airport	15.2876997	-7.7545099	4105
FNPA	Port Amboim	Angola	Cuanza Sul Province	Porto Amboim Airport	medium_airport	13.7655000	-10.7220000	16
FNSA	Saurimo	Angola	Lunda Sul Province	Saurimo Airport	medium_airport	20.4319000	-9.6890700	3584
FNSO	Soyo	Angola	Zaire Province	Soyo Airport	medium_airport	12.3718004	-6.1410899	15
FNSU	Sumbe	Angola	Cuanza Sul Province	Sumbe Airport	medium_airport	13.8475000	-11.1679000	36
FNUB	Lubango	Angola	Huíla Province	Lubango Airport	medium_airport	13.5749998	-14.9246998	5778
FNUE	Luena	Angola	Moxico Province	Luena Airport	medium_airport	19.8976990	-11.7681000	4360
FNUG	Uige	NULL	NULL	Uige Airport	medium_airport	15.0278000	-7.6030700	2720
FOGK	Koulamoutou	Gabon	Ogooué-Lolo Province	Koulamoutou Mabimbi Airport	medium_airport	12.4413004	-1.1846100	1070
FOGM	Mouila	Gabon	Ngounié Province	Mouilla Ville Airport	medium_airport	11.0567000	-1.8451400	295
FOGO	Oyem	Gabon	Woleu-Ntem Province	Oyem Airport	medium_airport	11.5813999	1.5431100	2158
FOGR	Lambarene	Gabon	Moyen-Ogooué Province	Lambarene Airport	medium_airport	10.2457000	-0.7043890	82
FOOG	Port Gentil	Gabon	Ogooué-Maritime Province	Port Gentil Airport	medium_airport	8.7543802	-0.7117390	13
FOOH	Omboue	Gabon	Ogooué-Maritime Province	Omboue Hospital Airport	medium_airport	9.2626900	-1.5747300	33
FOOK	Makokou	Gabon	Ogooué-Ivindo Province	Makokou Airport	medium_airport	12.8908997	0.5792110	1726
FOOL	Libreville	Gabon	Estuaire Province	Libreville Leon M'ba International Airport	medium_airport	9.4122801	0.4586000	39
FOON	Franceville	Gabon	Haut-Ogooué Province	M'Vengue El Hadj Omar Bongo Ondimba International Airport	medium_airport	13.4379997	-1.6561600	1450
FOOT	Tchibanga	NULL	NULL	Tchibanga Airport	small_airport	10.9554290	-2.8884800	269
FPPR	São Tomé & Príncipe	Sao Tome and Principe	Principe Island	Principe Airport	medium_airport	7.4117400	1.6629400	591
FPST	São Tomé	Sao Tome and Principe	Sao Tome	São Tomé International Airport	large_airport	6.7121500	0.3781750	33
FQBR	Beira	Mozambique	Sofala Province	Beira Airport	medium_airport	34.9076004	-19.7964001	33
FQCH	Chimoio	Mozambique	Manica Province	Chimoio Airport	medium_airport	33.4290009	-19.1513004	2287
FQIN	Inhambane	NULL	NULL	Inhambane Airport	medium_airport	35.4085010	-23.8764000	30
FQLC	Lichinga	NULL	NULL	Lichinga Airport	medium_airport	35.2663000	-13.2740000	4505
FQLU	Lumbo	Mozambique	Nampula Province	Lumbo Airport	small_airport	40.6717000	-15.0331000	33
FQMA	Maputo	NULL	NULL	Maputo Airport	large_airport	32.5726010	-25.9207990	145
FQNP	Nampula	Mozambique	Nampula Province	Nampula Airport	medium_airport	39.2817993	-15.1056004	1444
FQPB	Pemba / Porto Amelia	NULL	NULL	Pemba Airport	medium_airport	40.5240135	-12.9917622	331
FQQL	Quelimane	NULL	NULL	Quelimane Airport	medium_airport	36.8690987	-17.8554993	36
FQSG	Songo	Mozambique	Tete Province	Songo Airport	small_airport	32.7732010	-15.6027000	2904
FQTT	Tete	Mozambique	Tete Province	Chingozi Airport	medium_airport	33.6402016	-16.1047993	525
FQVL	Vilanculo	Mozambique	Inhambane Province	Vilankulo Airport	medium_airport	35.3133011	-22.0184002	46
FR-0158		NULL	NULL	Bournizeaux Airfield	small_airport	-0.2844800	46.8805300	430
FR-0299	Garin	NULL	NULL	Pene De Soulit Altisurface	small_airport	0.4625000	42.7930560	6365
FR-0492	Treigny, Yonne	NULL	NULL	Treigny Ultralight Airfield	small_airport	3.1965490	47.5506070	918
FR-0502	Zoufftgen	NULL	NULL	Zoufftgen Airfield	small_airport	6.1255550	49.4491660	750
FR-1237	Brive-la-Gaillarde	NULL	NULL	Ancien Aérodrome de Brive-La Roche	closed	1.4692020	45.1507990	379
FR-1238	Épinoy, Pas-de-Calais	NULL	NULL	Cambrai-Épinoy (BA 103) Air Base	closed	3.1542400	50.2218020	257
FR-1239	Meyenheim	NULL	NULL	Colmar-Meyenheim Air Base	closed	7.3996700	47.9220010	693
FR-1240	Augny	NULL	NULL	Metz-Frescaty (BA 128) Air Base	closed	6.1329460	49.0734150	629
FR-1241	Bétheny, Marne	NULL	NULL	Reims-Champagne (BA 112) Air Base	closed	4.0500000	49.3100010	312
FR-1242	Damblain, Vosges	NULL	NULL	Damblain Air Base	closed	5.6640600	48.0863000	1280
FSIA	Mahe Island	Seychelles	Pointe La Rue	Seychelles International Airport	large_airport	55.5218010	-4.6743400	10
FSPP	Praslin Island	Seychelles	Grand' Anse (Praslin)	Praslin Island Airport	medium_airport	55.6915610	-4.3192560	10
FTTC	Abeche	Chad	Ouaddai	Abeche Airport	medium_airport	20.8442990	13.8470000	1788
FTTD	Moundou	Chad	Logone-Occidental	Moundou Airport	medium_airport	16.0714000	8.6244100	1407
FTTJ	N'Djamena	NULL	NULL	N'Djamena International Airport	large_airport	15.0340000	12.1337000	968
FTTY	Faya-Largeau	Chad	Borkou-Ennedi-Tibesti	Faya-Largeau Airport	medium_airport	19.1110990	17.9171010	771
FVBU	Bulawayo	Zimbabwe	Bulawayo Metropolitan Province	Joshua Mqabuko Nkomo International Airport	medium_airport	28.6179010	-20.0174010	4359
FVCP	Harare	Zimbabwe	Harare Metropolitan Province	Charles Prince Airport	small_airport	30.9246998	-17.7516003	4845
FVCZ	Chiredzi	Zimbabwe	Masvingo Province	Buffalo Range Airport	medium_airport	31.5786000	-21.0081010	1421
FVFA	Victoria Falls	Zimbabwe	Matabeleland North Province	Victoria Falls International Airport	medium_airport	25.8390007	-18.0958996	3490
FVHA	Harare	NULL	NULL	Robert Gabriel Mugabe International Airport	large_airport	31.0928000	-17.9318010	4887
FVKB	Kariba	Zimbabwe	Mashonaland West Province	Kariba International Airport	medium_airport	28.8850000	-16.5198000	1706
FVMV	Masvingo	Japan	Okinawa Prefecture	Masvingo International Airport	medium_airport	30.8591000	-20.0553000	3595
FVTL	Gweru	Zimbabwe	Midlands Province	Gweru - Thornhill Air Base	medium_airport	29.8619450	-19.4367180	4680
FVWN	Hwange	Zimbabwe	Matabeleland North Province	Hwange National Park Airport	medium_airport	27.0209999	-18.6299000	3543
FWCL	Blantyre	NULL	NULL	Chileka International Airport	medium_airport	34.9739990	-15.6791000	2555
FWKA	Karonga	NULL	NULL	Karonga Airport	medium_airport	33.8932640	-9.9535710	1765
FWKI	Lilongwe	Malawi	Lilongwe District	Lilongwe International Airport	medium_airport	33.7809982	-13.7894001	4035
FWLE	Lilongwe	Malawi	Lilongwe District	Old Lilongwe Airport	small_airport	33.7018013	-13.9659996	3722
FWUU	Mzuzu	Malawi	Mzimba District	Mzuzu Airport	medium_airport	34.0117990	-11.4447000	4115
FXMM	Maseru	Lesotho	Maseru	Moshoeshoe I International Airport	medium_airport	27.5524998	-29.4622993	5348
FXMU	Maseru	Lesotho	Maseru	Mejametalana Airbase	small_airport	27.5035000	-29.3041000	5105
FYAR	Arandis	Namibia	Erongo Region	Arandis Airport	medium_airport	14.9793220	-22.4618750	1905
FYBJ	Bitterwasser	Philippines	Palawan	Bitterwasser Lodge & Flying Club Airfield	small_airport	17.9911003	-23.8750000	4167
FYGF	Grootfontein	Namibia	Otjozondjupa Region	Grootfontein Airport	medium_airport	18.1227000	-19.6022000	4636
FYKM	Mpacha	Namibia	Zambezi Region	Katima Mulilo Airport	medium_airport	24.1766880	-17.6342580	3144
FYKT	Keetmanshoop	Namibia	ǁKaras Region	Keetmanshoop Airport	medium_airport	18.1114010	-26.5398010	3506
FYLZ	Luderitz	Namibia	ǁKaras Region	Luderitz Airport	medium_airport	15.2428999	-26.6874008	457
FYML	Mariental	Namibia	Hardap Region	Mariental Airport	medium_airport	17.9254000	-24.6054000	3650
FYOA	Ondangwa	Namibia	Oshana Region	Ondangwa Airport	medium_airport	15.9526000	-17.8782010	3599
FYOG	Oranjemund	Namibia	Karas Region	Oranjemund Airport	medium_airport	16.4466990	-28.5847000	14
FYRU	Rundu	Namibia	Kavango East Region	Rundu Airport	medium_airport	19.7194004	-17.9564991	3627
FYTM	Tsumeb	Namibia	Oshikoto Region	Tsumeb Airport	medium_airport	17.7325001	-19.2618999	4353
FYVF	Veronica	NULL	NULL	Veronica Gliding Center	small_airport	18.2695560	-23.4332850	4347
FYWB	Walvis Bay	Namibia	Erongo Region	Walvis Bay Airport	medium_airport	14.6453000	-22.9799000	299
FYWE	Windhoek	Namibia	Khomas Region	Eros Airport	medium_airport	17.0804005	-22.6121998	5575
FYWH	Windhoek	NULL	NULL	Hosea Kutako International Airport	large_airport	17.4709000	-22.4799000	5640
FZAA	Kinshasa	Congo (Kinshasa)	Kinshasa Province	Ndjili International Airport	large_airport	15.4446000	-4.3857500	1027
FZAB	N'dolo	NULL	NULL	Ndolo Airport	medium_airport	15.3275003	-4.3266602	915
FZAG	Muanda	Congo (Kinshasa)	Bas-Congo Province	Muanda Airport	small_airport	12.3513340	-5.9306370	89
FZBO	Bandundu	Congo (Kinshasa)	Bandundu Province	Bandundu Airport	medium_airport	17.3817010	-3.3113200	1063
FZEA	Mbandaka	Congo (Kinshasa)	Equateur Province	Mbandaka Airport	medium_airport	18.2887001	0.0226000	1040
FZFD	Gbadolite	Congo (Kinshasa)	Equateur Province	Gbadolite Airport	medium_airport	20.9752710	4.2527450	1509
FZFK	Gemena	Congo (Kinshasa)	Equateur Province	Gemena Airport	medium_airport	19.7712990	3.2353700	1378
FZFP	Kotakoli	NULL	NULL	Kotakoli Airbase	small_airport	21.6666700	4.1569910	1801
FZGA	Lisala	NULL	NULL	Lisala Airport	medium_airport	21.4969010	2.1706600	1509
FZIA		Congo (Kinshasa)	Orientale Province	Kisangani Simisini Airport	small_airport	25.1550010	0.5175000	1289
FZIC	Kisangani	Congo (Kinshasa)	Orientale Province	Bangoka International Airport	medium_airport	25.3379993	0.4816390	1417
FZJH	Isiro	Congo (Kinshasa)	Orientale Province	Matari Airport	medium_airport	27.5883010	2.8276100	2438
FZKA	Bunia	Congo (Kinshasa)	Orientale Province	Bunia Airport	medium_airport	30.2206850	1.5657430	4045
FZKJ	Buta	NULL	NULL	Buta Zega Airport	medium_airport	24.7939970	2.8180580	1378
FZMA	Kamakombe	Congo (Kinshasa)	Sud-Kivu Province	Bukavu Kavumu Airport	medium_airport	28.8088000	-2.3089800	5643
FZNA	Goma	NULL	NULL	Goma International Airport	medium_airport	29.2379290	-1.6661700	5089
FZNP	Beni	NULL	NULL	Beni Airport	small_airport	29.4739000	0.5750000	3517
FZOA	Kindu	Congo (Kinshasa)	Maniema Province	Kindu Airport	medium_airport	25.9153996	-2.9191799	1630
FZQA	Lubumbashi	Congo (Kinshasa)	Katanga Province	Lubumbashi International Airport	medium_airport	27.5308990	-11.5913000	4295
FZQF	Fungurume	NULL	NULL	Fungurume Airport	small_airport	26.3259030	-10.5303460	3855
FZQM	Kolwezi	Congo (Kinshasa)	Katanga Province	Kolwezi Airport	medium_airport	25.5056990	-10.7659000	5007
FZRF	Kalemie	Congo (Kinshasa)	Katanga Province	Kalemie Airport	medium_airport	29.2500000	-5.8755600	2569
FZSA	Lumwe	Congo (Kinshasa)	Katanga Province	Kamina Air Base	medium_airport	25.2528990	-8.6420200	3543
FZUA	Kananga	Congo (Kinshasa)	Kasai-Occidental Province	Kananga Airport	medium_airport	22.4692000	-5.9000500	2139
FZWA	Mbuji Mayi	NULL	NULL	Mbuji Mayi Airport	medium_airport	23.5690002	-6.1212401	2221
GA2	Williamson	United States	Georgia	Peach State Aerodrome	small_airport	-84.3779970	33.1835340	926
GA62	Griffin	United States	Georgia	Cedar Ridge Airport	small_airport	-84.4001999	33.2551003	820
GABS	Bamako	Mali	Koulikoro Region	Modibo Keita International Airport	large_airport	-7.9499400	12.5335000	1247
GAGO		NULL	NULL	Gao Airport	medium_airport	-0.0054560	16.2484000	870
GAKY		Mali	Kayes Region	Kayes Dag Dag Airport	medium_airport	-11.4044000	14.4812000	164
GAMB	Sévaré	Mali	Mopti Region	Mopti Ambodédjo International Airport	medium_airport	-4.0795600	14.5128000	906
GASO	Sikasso	NULL	NULL	Dignangan Airport	small_airport	-5.7997100	11.5980000	1301
GATB	Timbuktu	Mali	Gao Region	Timbuktu Airport	medium_airport	-3.0075800	16.7304990	863
GB-0002	Ferryhill, Durham	NULL	NULL	Fishburn Airfield	small_airport	-1.4583100	54.6867980	377
GB-0007	Chipping Norton, Oxfordshire	NULL	NULL	Enstone Aerodrome	small_airport	-1.4285000	51.9281670	550
GB-0008	Coleraine, Londonderry	NULL	NULL	Causeway Airfield	small_airport	-6.5843900	55.0588170	33
GB-0026	Wimborne, Dorset	NULL	NULL	Newton Peveril Airfield	small_airport	-2.0966890	50.7949590	120
GB-0038	Morpeth, Northumberland	NULL	NULL	Eshott Airfield	small_airport	-1.7148970	55.2804840	197
GB-0041	Alnwick, Northumberland	NULL	NULL	RAF Boulmer	heliport	-1.5997360	55.4203210	77
GB-0044	Marlborough, Wiltshire	NULL	NULL	Lower Upham Farm Airfield	small_airport	-1.7127080	51.4966950	450
GB-0045	Marlborough, Wiltshire	NULL	NULL	Clench Common Airfield	small_airport	-1.7334270	51.3902380	623
GB-0046	Huntingdon, Cambridgeshire	NULL	NULL	Keyston Airfield	small_airport	-0.4782390	52.3673950	230
GB-0047	Cromer, Norfolk	NULL	NULL	Northrepps Aerodrome	small_airport	1.3210600	52.8938070	181
GB-0048	Tain, Ross	NULL	NULL	Easter Airfield	small_airport	-3.9427900	57.7533430	22
GB-0049	Wimborne, Dorset	NULL	NULL	Bowerswaine Farm Airfield	small_airport	-1.9858210	50.8899230	135
GB-0050	Warminster, Wiltshire	NULL	NULL	Wing Farm Airfield	small_airport	-2.2086070	51.1633550	435
GB-0051	Faringdon, Oxfordshire	NULL	NULL	Colemore Farm Airfield	small_airport	-1.0107420	51.0609260	610
GB-0052	Chulmleigh, Devon	NULL	NULL	Eggesford Airfield	small_airport	-3.8631200	50.8668390	576
GB-0058	Boston, Lincolnshire	NULL	NULL	Boston Aerodrome	small_airport	-0.0718280	52.9746010	10
GB-0062	Branscombe, Devon	NULL	NULL	Branscombe Airfield	small_airport	-3.1556600	50.6978390	500
GB-0063	Sidmouth, Devon	NULL	NULL	Farway Common Airfield	small_airport	-3.1791730	50.7358270	771
GB-0064	Winsford, Cheshire	NULL	NULL	Ashcroft Airfield	small_airport	-2.5722220	53.1645100	150
GB-0065	Saffron Waldon, Essex	NULL	NULL	Audley End Airfield	small_airport	0.2241040	52.0070420	283
GB-0068	Isle of Gigha, Argyll and Bute	NULL	NULL	Gigha Airfield	small_airport	-5.7550330	55.6551710	35
GB-0073	Brackley, Northmanptonshire	NULL	NULL	Hinton-in-the-Hedges Airfield	small_airport	-1.2071570	52.0287170	505
GB-0075	York, North Yorkshire	NULL	NULL	Elvington Airfield	small_airport	-0.9933470	53.9229760	48
GB-0084	Swindon, Wiltshire	NULL	NULL	Redlands Airfield	closed	-1.7044440	51.5608330	320
GB-0146	Bury Saint Edmunds, Suffolk	NULL	NULL	Rougham Airfield	closed	0.7694720	52.2464590	207
GB-0157	Reading, Oxfordshire	NULL	NULL	Chiltern Park Aerodrome	closed	-1.1017730	51.5503920	180
GB-0177	Harwich, Essex	NULL	NULL	Great Oakley Airfield	small_airport	1.1821420	51.9123430	75
GB-0180	Strathaven, South Lanarkshire	NULL	NULL	Strathaven Airfield	small_airport	-4.1133810	55.6799680	847
GB-0198	Tibenham, Norfolk	NULL	NULL	Priory Farm Airstrip	small_airport	1.1308620	52.4525040	186
GB-0201	Castle Douglas, Dumfries and Galloway	NULL	NULL	Glenswinton Farm Airstrip	small_airport	-4.0316490	55.0477630	520
GB-0202	Insch, Aberdeenshire	NULL	NULL	Insch Airstrip	small_airport	-2.6484150	57.3109970	500
GB-0203	Bridgwater, Somerset	NULL	NULL	Westonzoyland Airfield	small_airport	-2.9086880	51.1068400	30
GB-0204	St Albans, Hertfordshire	NULL	NULL	Plaistows Airfield	small_airport	-0.3801730	51.7281670	395
GB-0205	Ruthin, Denbighshire	NULL	NULL	Nantclwyd Airstrip	small_airport	-3.3229800	53.0632180	354
GB-0208	Buckingham, Buckinghamshire	NULL	NULL	Thornborough Grounds Airstrip	small_airport	-0.9353760	52.0059480	270
GB-0240	Retford, Nottinghamshire	NULL	NULL	Grove Farm Airstrip	small_airport	-0.8661720	53.3141300	246
GB-0248	York, North Yorkshire	NULL	NULL	Rufforth East Airfield	small_airport	-1.1748930	53.9521460	65
GB-0279	Stoke Golding	NULL	NULL	Stoke Golding Airfield	small_airport	-1.4313333	52.5800833	300
GB-0316	Billericay	NULL	NULL	Napps Field Airstrip	small_airport	0.4206700	51.6562500	200
GB-0341	Kingston upon Hull, East Riding of Yorkshire	NULL	NULL	Garton Field Airstrip	small_airport	-0.0916670	53.7967850	40
GB-0357		NULL	NULL	Bute Airfield	small_airport	-5.0479623	55.7567765	46
GB-0365	Leighton Buzzard, Buckinghamshire	NULL	NULL	Holmbeck Farm Airfield	small_airport	-0.7295770	51.9102750	420
